7/7/2020 9:13:28 PM ADD MONEY $19.00 $0.10
7/7/2020 9:13:23 PM 2 Pork Loin E2 $18.90 $-18.80
7/7/2020 9:13:45 PM GIVE CHANGE $0.10 $0.00
7/7/2020 9:17:16 PM ADD MONEY $19.00 $0.10
7/7/2020 9:21:57 PM ADD MONEY $19.00 $0.10
7/7/2020 9:22:25 PM 1 Pork Loin E2 $9.45 $0.10
7/7/2020 9:22:59 PM GIVE CHANGE $9.55 $0.00
